,year,electric_range,base_msrp,dol_v_id,geo_id,clusters,cluster
125026,2018,14,45600,350153688,53061053506.0,0,pink
125043,2019,17,52900,180847649,53033022201.0,0,pink
125112,2016,93,31950,104775114,53033027702.0,0,pink
125138,2014,208,69900,239825239,53061052402.0,0,pink
125139,2013,208,69900,183876129,53033032601.0,0,pink
125260,2013,208,69900,136660828,53053062801.0,0,pink
125373,2014,208,69900,180749439,53033024703.0,0,pink
125464,2013,208,69900,475229583,53035091400.0,0,pink
125501,2018,16,52650,194339561,53067012226.0,0,pink
125513,2018,14,54950,250001363,53009001600.0,0,pink
125582,2013,208,69900,186107456,53011040608.0,0,pink
125631,2014,208,69900,225043255,53053072410.0,0,pink
125676,2014,208,69900,235437079,53033030802.0,0,pink
125687,2013,208,69900,119748289,53025010903.0,0,pink
125755,2018,14,90700,127076351,53071920801.0,0,pink
125780,2010,245,110950,124661547,53033006900.0,0,pink
125831,2017,93,32250,180393146,53055960400.0,0,pink
125918,2014,208,69900,231593302,53035092704.0,0,pink
125948,2013,208,69900,151716750,53033032603.0,0,pink
125963,2013,208,69900,112671695,53009001902.0,0,pink
125967,2014,208,69900,228849736,53029971700.0,0,pink
126065,2013,208,69900,148205298,53025011002.0,0,pink
126070,2019,17,34995,211167267,53017950600.0,0,pink
126115,2019,12,36900,336158399,53033004702.0,0,pink
126122,2019,16,53400,183391113,53053073132.0,0,pink
126168,2018,19,64950,194282315,53061053201.0,0,pink
126174,2016,93,31950,110708,53005010902.0,0,pink
126235,2019,17,52900,469585056,53053072105.0,0,pink
126266,2018,14,45600,238722816,53011040301.0,0,pink
126304,2018,19,64950,338189652,53007960203.0,0,pink
126359,2018,16,52650,168777535,53053940008.0,0,pink
126447,2013,208,69900,181878532,53053072109.0,0,pink
126454,2013,208,69900,179491238,53033025007.0,0,pink
126505,2014,208,69900,205046670,53063013700.0,0,pink
126573,2014,208,69900,208670766,53061052708.0,0,pink
126588,2017,14,44100,124902942,53033006500.0,0,pink
126682,2013,208,69900,147426856,53053072410.0,0,pink
126774,2013,208,69900,142284663,53053071206.0,0,pink
126898,2018,12,36800,103976589,53053060800.0,0,pink
126951,2012,265,59900,161251247,53005011900.0,0,pink
127176,2018,19,64950,305965285,53035090700.0,0,pink
127180,2019,15,55700,196609731,53011042601.0,0,pink
127222,2016,93,31950,115668724,53053940009.0,0,pink
127255,2018,111,33950,137903524,53045960900.0,0,pink
127330,2013,208,69900,227529844,53061041100.0,0,pink
127392,2018,12,36800,126058719,53005010815.0,0,pink
127455,2019,32,39995,127453175,53061051914.0,0,pink
127507,2018,14,45600,218953955,53067011624.0,0,pink
127508,2013,208,69900,219587826,53073010301.0,0,pink
127542,2017,93,32250,252484144,53033026600.0,0,pink
127572,2013,208,69900,199870065,53041970100.0,0,pink
127598,2017,14,44100,232251736,53063013205.0,0,pink
127604,2014,208,69900,110377109,53061041201.0,0,pink
127628,2013,208,69900,349088323,53053060800.0,0,pink
127631,2017,14,44100,477074909,53011040305.0,0,pink
127660,2014,208,69900,235474193,53057940302.0,0,pink
127665,2014,208,69900,194586773,53063000900.0,0,pink
127716,2013,208,69900,106404098,53035092101.0,0,pink
127759,2014,208,69900,183297404,53033022501.0,0,pink
127765,2014,208,69900,192668283,53033032800.0,0,pink
127783,2017,14,44100,132899469,53061052122.0,0,pink
127827,2017,93,32250,186313543,53009001902.0,0,pink
127867,2019,32,39995,477095496,53033032315.0,0,pink
127877,2019,32,39995,477103210,53033024905.0,0,pink
128005,2019,17,52900,254453685,53053072901.0,0,pink
128017,2018,17,52900,145859626,53059950400.0,0,pink
128019,2018,17,52900,167152387,53063004702.0,0,pink
128076,2013,208,69900,216547222,53053072409.0,0,pink
128084,2012,265,59900,190291790,53061053201.0,0,pink
128110,2013,208,69900,156630246,53053072313.0,0,pink
128111,2019,12,36900,101816340,53067010400.0,0,pink
128170,2014,208,69900,127592769,53045960800.0,0,pink
128182,2014,208,69900,241112455,53005011001.0,0,pink
128184,2013,208,69900,255450723,53061041805.0,0,pink
128398,2017,93,32250,348196285,53053072315.0,0,pink
128432,2013,208,69900,478409753,53061041303.0,0,pink
128500,2018,12,36800,216809694,53053072603.0,0,pink
128545,2013,208,69900,348856903,53033029305.0,0,pink
128581,2016,93,31950,167338328,53033032102.0,0,pink
128606,2019,12,36900,345409102,53053060800.0,0,pink
128798,2019,32,39995,216818073,53035090502.0,0,pink
128879,2014,208,69900,231986485,53073010411.0,0,pink
128882,2013,208,69900,143399476,53033032328.0,0,pink
129044,2016,93,31950,476991581,53033032005.0,0,pink
129080,2013,208,69900,173931250,53061052905.0,0,pink
129086,2013,208,69900,172528898,53033022203.0,0,pink
129196,2017,93,32250,251839507,53073001101.0,0,pink
129222,2013,208,69900,239684441,53053062600.0,0,pink
129393,2013,208,69900,206473949,53033032003.0,0,pink
129432,2018,14,45600,226065059,53045961000.0,0,pink
129480,2013,208,69900,180640519,53061041601.0,0,pink
129494,2018,14,45600,236614290,53035090502.0,0,pink
129540,2019,12,36900,203153492,53053061100.0,0,pink
129610,2016,93,31950,138491965,53053061700.0,0,pink
129637,2018,14,54950,475304070,53061052203.0,0,pink
129701,2014,208,69900,215263352,53063013501.0,0,pink
129744,2016,93,31950,345167014,53061052004.0,0,pink
129786,2019,32,39995,350302242,53053071807.0,0,pink
129843,2013,208,69900,149417733,53073010405.0,0,pink
129870,2016,93,31950,235620556,53053072603.0,0,pink
129888,2011,245,109000,9547569,53033024601.0,0,pink
129893,2013,208,69900,160010833,34005703103.0,2,dark purple
129915,2014,208,69900,223414327,53033032402.0,0,pink
129958,2018,14,90700,144692873,53063010702.0,0,pink
130015,2012,265,59900,210363555,53061051701.0,0,pink
130024,2019,15,55700,227385266,53005010815.0,0,pink
130090,2012,265,59900,131595544,53033004202.0,0,pink
130126,2019,17,52900,117428629,53033024905.0,0,pink
130167,2013,208,69900,223542567,53061052113.0,0,pink
130175,2018,14,45600,177585460,53033024905.0,0,pink
130188,2019,32,39995,259495393,53061052711.0,0,pink
130193,2018,12,36800,270315482,53035090501.0,0,pink
130209,2014,208,69900,187709721,53061053803.0,0,pink
130253,2019,32,39995,192480543,17161023200.0,1,purple
130277,2018,17,52900,187422714,53031950501.0,0,pink
130278,2014,208,69900,159367834,53033003900.0,0,pink
130312,2013,208,69900,253064143,53033024902.0,0,pink
130319,2014,208,69900,198794634,53005010811.0,0,pink
130356,2019,12,36900,209249316,53033004701.0,0,pink
130451,2016,93,31950,182796470,53067010520.0,0,pink
130453,2018,111,33950,288239353,53033003302.0,0,pink
130470,2017,93,32250,203046798,53063010508.0,0,pink
130477,2019,32,39995,144216936,53061041704.0,0,pink
130481,2018,16,52650,145618616,53011040808.0,0,pink
130556,2019,17,34995,327831738,53053072504.0,0,pink
130583,2019,16,53400,232952695,53053061001.0,0,pink
130631,2014,208,69900,475477733,53033032003.0,0,pink
130670,2013,208,69900,235258572,53061042003.0,0,pink
130766,2014,208,69900,217119297,53041971600.0,0,pink
130775,2013,208,69900,243375926,53033032322.0,0,pink
130787,2019,12,36900,275232457,53053070314.0,0,pink
130856,2018,16,52650,476082617,53033027702.0,0,pink
130924,2014,208,69900,223536351,53053070309.0,0,pink
130928,2018,111,33950,333892933,53053940010.0,0,pink
130955,2019,32,39995,271823394,53053071807.0,0,pink
131034,2019,17,52900,194079945,53061052708.0,0,pink
131045,2014,208,69900,112314940,53061052708.0,0,pink
131082,2019,17,52900,172518979,53033025202.0,0,pink
131169,2012,265,59900,156500732,53029972100.0,0,pink
131195,2013,208,69900,198261787,53049950802.0,0,pink
131206,2019,32,39995,180792545,53053071807.0,0,pink
131237,2014,208,69900,186518727,53061052708.0,0,pink
131298,2016,93,31950,252200070,53045960401.0,0,pink
131301,2013,208,69900,244220539,53033032003.0,0,pink
131304,2018,14,54950,196420199,53057950802.0,0,pink
131477,2014,208,69900,155078584,53061041605.0,0,pink
131481,2017,93,32250,329716257,53009001200.0,0,pink
131513,2013,208,69900,109043875,53053061601.0,0,pink
131535,2018,14,45600,185173509,53033032704.0,0,pink
131538,2013,208,69900,474318295,53073001000.0,0,pink
131541,2013,208,69900,182157965,53053073005.0,0,pink
131549,2014,208,69900,143128240,53061052707.0,0,pink
131593,2019,32,39995,475722012,53063013503.0,0,pink
131637,2016,93,31950,251965024,53025011101.0,0,pink
131685,2014,208,69900,254869002,53053072406.0,0,pink
131743,2020,14,81100,183073425,53033010900.0,0,pink
131760,2016,93,31950,165368374,53003960200.0,0,pink
131797,2018,17,52900,293764565,53033008101.0,0,pink
131842,2016,93,31950,281333503,53053062400.0,0,pink
131901,2018,111,33950,170669306,53033026801.0,0,pink
131927,2013,208,69900,189192685,53061053201.0,0,pink
131961,2014,208,69900,144998745,53035091001.0,0,pink
131962,2014,208,69900,221068767,53033032402.0,0,pink
132008,2016,93,31950,106396895,53073000903.0,0,pink
132039,2012,265,59900,152853907,53005011900.0,0,pink
132043,2013,208,69900,339290290,53061041607.0,0,pink
132109,2016,93,31950,4857324,53073010408.0,0,pink
132191,2016,93,31950,181903725,53063011301.0,0,pink
132228,2014,208,69900,256185226,53027000300.0,0,pink
132233,2014,208,69900,262696598,53011040709.0,0,pink
132348,2013,208,69900,146095666,53053071310.0,0,pink
132406,2018,111,33950,333554245,53067011200.0,0,pink
132710,2013,208,69900,184498744,53037975104.0,0,pink
132810,2018,19,64950,124880318,53033032324.0,0,pink
132825,2018,14,54950,191631723,53063014100.0,0,pink
132844,2014,208,69900,171635817,53021020102.0,0,pink
132851,2018,14,45600,301557735,53005010815.0,0,pink
132905,2019,32,39995,477495490,53073010503.0,0,pink
132914,2018,17,52900,187469922,53033005401.0,0,pink
132928,2019,16,53400,209769507,53053940010.0,0,pink
132951,2018,17,52900,214674421,53033032604.0,0,pink
132988,2013,208,69900,178347795,53033002600.0,0,pink
133004,2019,32,39995,128616708,53061051916.0,0,pink
133008,2013,208,69900,349124219,53073000808.0,0,pink
133013,2018,14,45600,154113438,53053072508.0,0,pink
133038,2012,265,59900,127297908,53073000101.0,0,pink
133040,2013,208,69900,180305772,53033023603.0,0,pink
133172,2019,32,39995,476343031,53033032401.0,0,pink
133241,2013,208,69900,101251055,53033024601.0,0,pink
133253,2018,17,52900,246174470,53033022701.0,0,pink
133292,2014,208,69900,215755529,53057940700.0,0,pink
133314,2016,93,31950,243818984,53073000202.0,0,pink
133385,2014,208,69900,165930068,53005010814.0,0,pink
133442,2016,93,31950,319752646,53063000301.0,0,pink
133540,2013,208,69900,329562369,53033032605.0,0,pink
133586,2018,14,45600,226161547,53061052206.0,0,pink
133600,2016,93,31950,120066152,53061041100.0,0,pink
133612,2013,208,69900,136978467,53073010504.0,0,pink
133651,2017,93,32250,348344363,53061050200.0,0,pink
133736,2018,17,52900,136783475,53011041325.0,0,pink
133760,2014,208,69900,141251743,53073010405.0,0,pink
133770,2013,208,69900,115971271,53033008600.0,0,pink
133917,2019,12,36900,333877701,53061052114.0,0,pink
133933,2013,208,69900,253667634,53063013003.0,0,pink
133989,2016,93,31950,475235638,53053061002.0,0,pink
133997,2013,208,69900,164616924,53033004102.0,0,pink
134016,2016,93,31950,327913946,53029971600.0,0,pink
134048,2013,208,69900,194947581,53053070313.0,0,pink
134081,2016,14,43700,476225417,53061052114.0,0,pink
134082,2013,208,69900,105303159,53033009600.0,0,pink
134117,2013,208,69900,227093240,53073001102.0,0,pink
134119,2013,208,69900,201057517,53033032604.0,0,pink
134256,2019,32,39995,267756842,53073010303.0,0,pink
134278,2017,93,32250,349537751,53073000803.0,0,pink
134288,2014,208,69900,232414556,53033021804.0,0,pink
134322,2017,14,44100,309335967,53053071803.0,0,pink
134338,2019,32,39995,249136072,53033032315.0,0,pink
134344,2014,208,69900,207783614,53029971900.0,0,pink
134393,2016,93,31950,183551273,53061042004.0,0,pink
134419,2019,32,39995,196589718,53035091001.0,0,pink
134494,2018,14,54950,141587764,53033024002.0,0,pink
134499,2017,14,44100,348071881,53033032218.0,0,pink
134524,2018,12,36800,133357157,53033010702.0,0,pink
134572,2014,208,69900,212504400,53033032500.0,0,pink
134587,2014,208,69900,156901209,53061051601.0,0,pink
134648,2016,93,31950,187432465,53067011821.0,0,pink
134656,2012,265,59900,146247538,53033008102.0,0,pink
134751,2013,208,69900,229292157,53037975101.0,0,pink
134804,2013,208,69900,121379373,53033023702.0,0,pink
134881,2018,17,52900,281393899,53033006100.0,0,pink
134925,2013,208,69900,184650224,53033023807.0,0,pink
134926,2016,93,31950,168861703,53071920100.0,0,pink
134938,2018,14,45600,152233644,53011040416.0,0,pink
134956,2013,208,69900,239204752,6065045606.0,1,purple
135035,2014,208,69900,349942218,53045961102.0,0,pink
135080,2018,111,33950,170495055,53059950300.0,0,pink
135118,2013,208,69900,141552869,53033023100.0,0,pink
135198,2013,208,69900,211876339,53011042400.0,0,pink
135250,2014,208,69900,5237522,53033032332.0,0,pink
135301,2013,208,69900,190247662,53053072405.0,0,pink
135317,2014,208,69900,187327024,53041971800.0,0,pink
135358,2018,111,33950,348091523,53033029205.0,0,pink
135494,2019,32,39995,285064202,53067011624.0,0,pink
135632,2014,208,69900,186456959,53005010902.0,0,pink
135654,2013,208,69900,106159014,53053071411.0,0,pink
135727,2012,265,59900,183536825,53061052401.0,0,pink
135784,2013,208,69900,119463032,53061052108.0,0,pink
135844,2016,93,31950,250298443,53033022204.0,0,pink
135868,2018,14,54950,257753660,53033008200.0,0,pink
135873,2013,208,69900,257374120,53053060800.0,0,pink
135881,2017,14,44100,476482660,53033032215.0,0,pink
135947,2010,100,32995,277235017,53063004800.0,0,pink
135956,2019,16,53400,208329719,53011040605.0,0,pink
135968,2014,208,69900,100884374,53063012801.0,0,pink
136026,2016,93,31950,298230096,53033032326.0,0,pink
136048,2014,208,69900,238006471,53073010406.0,0,pink
136069,2017,14,44100,185071113,53033029101.0,0,pink
136096,2014,208,69900,348137373,53033021803.0,0,pink
136111,2014,208,69900,153786468,53033023807.0,0,pink
136152,2012,265,59900,116859018,53057951501.0,0,pink
136158,2018,17,52900,241706622,53063005000.0,0,pink
136180,2016,93,31950,103785209,53061041904.0,0,pink
136196,2018,16,52650,185986111,53053062400.0,0,pink
136198,2018,17,52900,221584520,53033022502.0,0,pink
136283,2018,17,52900,337477087,53073000803.0,0,pink
136328,2013,208,69900,3778883,53033032402.0,0,pink
136339,2018,14,45600,140038384,53045960401.0,0,pink
136347,2018,19,64950,349204614,53033032705.0,0,pink
136357,2019,12,36900,477160498,53033023403.0,0,pink
136421,2018,17,52900,192783839,53053072405.0,0,pink
136422,2016,93,31950,348325834,53061051912.0,0,pink
136462,2019,17,52900,297208544,53033027702.0,0,pink
136475,2013,208,69900,223523135,53033027702.0,0,pink
136496,2013,208,69900,178483945,53053060600.0,0,pink
136554,2017,14,44100,280269230,53053072601.0,0,pink
136822,2012,265,59900,225784072,53053071306.0,0,pink
136856,2018,14,54950,104830274,53033032315.0,0,pink
136863,2013,208,69900,237956484,53053062802.0,0,pink
137014,2019,17,52900,211685701,53041971501.0,0,pink
137065,2013,208,69900,109213212,53033024100.0,0,pink
137110,2018,19,64950,172165164,53005010814.0,0,pink
137171,2014,208,69900,176015045,53033032326.0,0,pink
137214,2013,208,69900,123613647,53061040400.0,0,pink
137242,2018,12,36800,167815735,53033024500.0,0,pink
137304,2019,17,52900,474474857,53033004901.0,0,pink
137323,2017,14,44100,321269182,53033002200.0,0,pink
137327,2019,17,52900,205872523,53067011624.0,0,pink
137366,2018,19,64950,106025678,53055960301.0,0,pink
137397,2016,93,31950,100489049,53057940301.0,0,pink
137477,2017,31,75095,313525943,53033032326.0,0,pink
137504,2013,208,69900,112663372,53033011300.0,0,pink
137672,2016,93,31950,164521969,53033002500.0,0,pink
137707,2013,208,69900,189190249,53033029804.0,0,pink
137730,2018,19,64950,281083918,53055960301.0,0,pink
137786,2018,14,54950,349211201,53057951502.0,0,pink
137813,2014,208,69900,180771769,53033022501.0,0,pink
137817,2014,208,69900,189898236,53033026001.0,0,pink
137826,2016,93,31950,260751130,53061052504.0,0,pink
137846,2013,208,69900,168573520,53033031603.0,0,pink
137867,2014,208,69900,205886418,53053072602.0,0,pink
137916,2018,14,45600,251007431,53053072406.0,0,pink
137930,2013,208,69900,134128914,53037975101.0,0,pink
137937,2017,93,32250,243708685,53033001900.0,0,pink
137944,2017,14,44100,256615488,53033021804.0,0,pink
137963,2019,32,39995,475485230,53033002200.0,0,pink
137976,2013,208,69900,120726770,53009001600.0,0,pink
137996,2012,265,59900,182976629,53041972000.0,0,pink
138021,2013,208,69900,211503771,53021020605.0,0,pink
138076,2018,111,33950,169857530,53033026004.0,0,pink
138124,2018,14,54950,128854554,53053063000.0,0,pink
138210,2018,12,36800,175652949,53061052004.0,0,pink
138230,2018,16,52650,207398173,53061041601.0,0,pink
138259,2017,14,44100,217306113,53029971400.0,0,pink
138279,2014,208,69900,184840400,53061940002.0,0,pink
138336,2013,208,69900,101363293,53061041607.0,0,pink
138345,2013,208,69900,125236898,53061940001.0,0,pink
138433,2014,208,69900,236462145,53033032500.0,0,pink
138455,2013,208,69900,170403089,53053070314.0,0,pink
138472,2018,17,52900,127510512,53063013101.0,0,pink
138475,2013,208,69900,155931534,53067010700.0,0,pink
138499,2013,208,69900,211225339,53055960301.0,0,pink
138503,2013,208,69900,141110287,53005010902.0,0,pink
138512,2014,208,69900,211238674,53053072406.0,0,pink
138525,2017,93,32250,349133872,53033024002.0,0,pink
138666,2016,93,31950,256252447,53057940802.0,0,pink
138778,2019,17,52900,204954123,53053072305.0,0,pink
138802,2014,208,69900,233586132,53005010816.0,0,pink
138807,2014,208,69900,131421944,53033006100.0,0,pink
138829,2013,208,69900,108815486,53033032327.0,0,pink
138870,2018,111,33950,118680285,53047971000.0,0,pink
138909,2012,265,59900,167375260,53061053801.0,0,pink
138940,2016,93,31950,146484964,53033027701.0,0,pink
139087,2018,16,52650,195256708,53061041605.0,0,pink
139290,2014,208,69900,186601397,51003010702.0,0,pink
139316,2019,32,39995,475772237,53031950604.0,0,pink
139367,2016,93,31950,442691672,53061051927.0,0,pink
139375,2014,208,69900,115633745,53033024500.0,0,pink
139380,2013,208,69900,159514330,53067012510.0,0,pink
139439,2019,32,39995,183335512,53053070312.0,0,pink
139445,2019,17,34995,124096388,53061052605.0,0,pink
139449,2014,208,69900,132579814,53053072603.0,0,pink
139492,2018,111,33950,109791832,53061050502.0,0,pink
139540,2012,265,59900,150015491,53033010200.0,0,pink
139606,2018,111,33950,6367210,53033032010.0,0,pink
139630,2016,93,31950,328894611,53033010501.0,0,pink
139688,2017,93,32250,327550464,53053070316.0,0,pink
139695,2019,15,55700,190313567,53053061001.0,0,pink
139810,2019,12,36900,219134954,53063011302.0,0,pink
139881,2014,208,69900,181936268,53061050200.0,0,pink
139937,2016,93,31950,4552845,53033025104.0,0,pink
139946,2016,93,31950,109785791,53033032328.0,0,pink
140032,2013,208,69900,168536847,53061051601.0,0,pink
140096,2019,32,39995,211631591,53061050700.0,0,pink
140147,2019,14,91250,244884377,53053940010.0,0,pink
140192,2018,31,75095,141072921,53053070100.0,0,pink
140212,2017,93,32250,207672587,53033032005.0,0,pink
140240,2018,17,52900,348195193,53067010400.0,0,pink
140320,2014,208,69900,196700696,53033032327.0,0,pink
140372,2014,208,69900,177530069,53053072105.0,0,pink
140440,2018,111,33950,276131369,53033002400.0,0,pink
140464,2018,19,64950,148702557,53033022401.0,0,pink
140492,2013,208,69900,115733943,53073000807.0,0,pink
140510,2013,208,69900,180400363,53053060300.0,0,pink
140552,2019,12,36900,447200799,53033007700.0,0,pink
140575,2008,220,98950,164727923,53073010600.0,0,pink
140597,2014,208,69900,340997002,53033032010.0,0,pink
140598,2018,16,52650,177575478,53053063000.0,0,pink
140641,2019,15,55700,153908219,53033023500.0,0,pink
140673,2019,17,52900,478758794,53033006900.0,0,pink
140777,2013,208,69900,119757501,53033022501.0,0,pink
140794,2014,208,69900,102194410,53067011410.0,0,pink
140829,2013,208,69900,107459810,53033023100.0,0,pink
140845,2014,208,69900,230530933,53061052711.0,0,pink
140932,2018,14,90700,172928913,53045960500.0,0,pink
140958,2019,17,52900,217162172,53033032211.0,0,pink
140993,2017,93,32250,197116321,53033025401.0,0,pink
140998,2018,14,54950,216641470,53033024100.0,0,pink
141083,2018,19,64950,156820324,53067011902.0,0,pink
141206,2013,208,69900,134192978,53033032332.0,0,pink
141235,2018,17,52900,334054647,53033032315.0,0,pink
141261,2018,19,64950,348823793,53033032328.0,0,pink
141400,2010,245,110950,169216421,53063010102.0,0,pink
141531,2013,208,69900,239741813,53053070314.0,0,pink
141618,2016,93,31950,270370250,53053073120.0,0,pink
141626,2014,208,69900,100860658,53053940011.0,0,pink
141671,2013,208,69900,113860372,53061052607.0,0,pink
141684,2014,208,69900,287156103,53061052121.0,0,pink
141728,2014,208,69900,176966646,53061050300.0,0,pink
141746,2016,93,31950,210154836,53053073116.0,0,pink
141754,2018,14,45600,104647266,53029971900.0,0,pink
141765,2013,208,69900,127198900,53073010301.0,0,pink
141781,2014,208,69900,130569463,53053072405.0,0,pink
141821,2014,208,69900,122852901,53053071210.0,0,pink
141854,2013,208,69900,138647736,53055960301.0,0,pink
141887,2018,14,54950,349928043,53011041008.0,0,pink
141893,2013,208,69900,227099512,53033027902.0,0,pink
141902,2018,17,52900,175400137,53029971700.0,0,pink
141914,2016,93,31950,113674354,53029971900.0,0,pink
141957,2017,14,44100,145901010,53033008101.0,0,pink
141993,2016,93,31950,339038514,53033025303.0,0,pink
142056,2014,208,69900,183307295,53053073132.0,0,pink
142095,2013,208,69900,212546960,53033002500.0,0,pink
142158,2018,17,52900,6334506,53033032704.0,0,pink
142162,2010,245,110950,155709683,53033025006.0,0,pink
142185,2018,12,36800,322087468,53053072409.0,0,pink
142406,2019,12,36900,208322614,53061051935.0,0,pink
142487,2017,93,32250,349040863,53045961102.0,0,pink
142608,2014,208,69900,137020670,53057950100.0,0,pink
142640,2016,93,31950,348612225,53033032324.0,0,pink
142648,2018,14,90700,208699144,53033024500.0,0,pink
142803,2013,208,69900,213165277,53013960200.0,0,pink
142843,2016,93,31950,204303543,53061051930.0,0,pink
142920,2018,14,45600,193642571,53035091302.0,0,pink
142932,2018,17,52900,157356594,53063011702.0,0,pink
142949,2013,208,69900,229951186,53033024001.0,0,pink
142955,2014,208,69900,281455723,53063003000.0,0,pink
142980,2014,208,69900,202646237,53033032706.0,0,pink
143111,2016,93,31950,152033136,53057951800.0,0,pink
143114,2019,17,52900,477612096,53053072506.0,0,pink
143160,2012,33,102000,172546195,53055960302.0,0,pink
143179,2012,265,59900,115232463,53057940403.0,0,pink
143234,2016,93,31950,240306699,53033022703.0,0,pink
143255,2019,17,52900,198897912,53063013102.0,0,pink
143575,2018,17,52900,140707584,53033032605.0,0,pink
143642,2014,208,69900,333002127,53061051937.0,0,pink
143649,2013,208,69900,132872806,53061051702.0,0,pink
143768,2013,208,69900,116046017,53033032328.0,0,pink
143878,2018,17,52900,280012099,53053072507.0,0,pink
143923,2013,208,69900,7812787,53033031302.0,0,pink
143944,2017,93,32250,349447367,53073000808.0,0,pink
144004,2020,14,81100,179684053,53035091002.0,0,pink
144020,2018,14,54950,183302808,53061052010.0,0,pink
144043,2014,208,69900,188087161,53061051914.0,0,pink
144045,2018,19,64950,182313617,53061051914.0,0,pink
144060,2013,208,69900,146760869,53033029305.0,0,pink
144157,2018,19,64950,349884027,53061052005.0,0,pink
144232,2018,17,52900,217388489,53033032705.0,0,pink
144310,2012,265,59900,184954423,48453035600.0,0,pink
144372,2019,15,55700,208664032,53033008800.0,0,pink
144374,2016,93,31950,113420002,53073010102.0,0,pink
144407,2016,93,31950,194511642,53061052502.0,0,pink
144409,2018,14,45600,183528397,53053071306.0,0,pink
144448,2019,17,34995,282735911,53037975600.0,0,pink
144567,2013,208,69900,264863616,53053072406.0,0,pink
144596,2012,265,59900,141093151,53033024902.0,0,pink
144616,2019,17,52900,289237567,53033029309.0,0,pink
144662,2018,14,45600,195349472,53033023806.0,0,pink
144675,2016,93,31950,140069814,53061053802.0,0,pink
144705,2016,93,31950,349657647,53055960101.0,0,pink
144748,2014,208,69900,8801831,53073010405.0,0,pink
144750,2016,93,31950,122539189,53033021905.0,0,pink
144761,2016,93,31950,125953943,53033024302.0,0,pink
144791,2019,17,34995,227747733,48491020606.0,0,pink
144808,2019,17,52900,320564520,53061050700.0,0,pink
144829,2019,17,34995,186047963,53033032102.0,0,pink
144872,2017,14,44100,273666487,53055960101.0,0,pink
144907,2013,208,69900,252972863,53053060500.0,0,pink
144919,2013,208,69900,233466453,53033032322.0,0,pink
144946,2016,93,31950,133089764,53073010405.0,0,pink
145034,2012,265,59900,380509,53053061601.0,0,pink
145073,2014,208,69900,183252142,53011043100.0,0,pink
145125,2017,93,32250,349879001,53033002500.0,0,pink
145148,2014,208,69900,249595524,53029971700.0,0,pink
145271,2017,93,32250,260073019,53033022501.0,0,pink
145414,2018,14,90700,310978559,53063013001.0,0,pink
145436,2016,93,31950,110667098,53033032315.0,0,pink
145542,2013,208,69900,161546458,53053071412.0,0,pink
145710,2013,208,69900,132994130,53033032605.0,0,pink
145732,2019,17,34995,240461378,53017950300.0,0,pink
145790,2014,208,69900,192886179,53057940500.0,0,pink
145792,2016,93,31950,255953365,53061050402.0,0,pink
146034,2017,93,32250,349685857,53033032102.0,0,pink
146085,2018,17,52900,208415672,53007960400.0,0,pink
146086,2018,19,64950,172207164,53033023603.0,0,pink
146142,2014,208,69900,241959784,53033032311.0,0,pink
146174,2019,12,36900,142500249,53033023801.0,0,pink
146281,2017,93,32250,320883692,53033000900.0,0,pink
146365,2017,93,32250,325350623,53053072305.0,0,pink
146413,2019,12,36900,261144390,53041971700.0,0,pink
146500,2013,208,69900,106937792,53005010815.0,0,pink
146510,2018,19,64950,348259747,53063010702.0,0,pink
146520,2016,93,31950,170583199,53009002400.0,0,pink
146592,2014,208,69900,106373557,53053072405.0,0,pink
146650,2018,14,54950,119628554,53061041816.0,0,pink
146653,2019,17,34995,257689428,53061052707.0,0,pink
146678,2018,17,52900,247080508,53027001602.0,0,pink
146718,2019,15,55700,121939772,53033004301.0,0,pink
146740,2016,93,31950,349012366,36111952200.0,2,dark purple
146756,2013,208,69900,147510506,53033008101.0,0,pink
146803,2013,208,69900,178777945,53055960301.0,0,pink
146844,2016,93,31950,5579794,53053071604.0,0,pink
146938,2014,208,69900,256555400,53033004301.0,0,pink
146963,2017,93,32250,124986830,53073000102.0,0,pink
146974,2013,208,69900,9250713,53015001501.0,0,pink
147024,2016,93,31950,246535698,53067012100.0,0,pink
147028,2014,208,69900,140929855,53053073124.0,0,pink
147070,2017,93,32250,349264289,53053071807.0,0,pink
147115,2012,265,59900,129300531,53029971500.0,0,pink
147127,2019,12,36900,210075379,53053061700.0,0,pink
147149,2013,208,69900,185029841,53073000501.0,0,pink
147183,2014,208,69900,105163985,53033032313.0,0,pink
147204,2014,208,69900,217865707,53033032326.0,0,pink
147315,2018,17,52900,104942505,53015002003.0,0,pink
147320,2019,12,36900,235348837,53061051402.0,0,pink
147350,2016,93,31950,348719969,53061051927.0,0,pink
147481,2014,208,69900,152749824,53073000201.0,0,pink
147502,2019,32,39995,211757255,53033021701.0,0,pink
147580,2016,93,31950,215043188,53061052005.0,0,pink
147667,2018,17,52900,136915383,53045961200.0,0,pink
147698,2019,12,36900,8878096,53053073117.0,0,pink
147749,2018,12,36800,475183236,53061052105.0,0,pink
147758,2019,32,39995,201968049,53033022803.0,0,pink
147764,2016,93,31950,124452380,53061052113.0,0,pink
147768,2013,208,69900,140908463,53033007600.0,0,pink
147797,2018,14,90700,170860924,41051001101.0,2,dark purple
147809,2014,208,69900,348598722,53053060904.0,0,pink
147890,2013,208,69900,5011534,53053063402.0,0,pink
